records,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,capacitity_moist,temp,moist,ec_(u/10_gram),ph,nitro_(mg/10_g),posh_nitro_(mg/10_g),pota_nitro_(mg/10_g),Soil Health,Soil_Type,ML,Test_Case
744,101,24,31,42,6,6,13,18,144,24,83,15,1,2,7,135,3,1,73,37.9,121,67,7.02,6,8,16,Poor,192,50,795
745,98,23,27,48,6,18,17,23,2,23,83,17,3,3,7,139,3,1,79,37.9,124,67,7.02,6,8,16,Poor,192,50,796
746,97,22,24,46,6,15,15,21,0,23,78,16,2,3,7,138,3,1,65,37.9,124,68,7.02,6,8,16,Poor,192,50,797
747,96,22,21,51,6,22,17,23,4,24,83,17,3,4,7,144,3,1,76,37.9,124,68,7.88,6,8,16,Poor,192,50,798
748,94,21,19,56,6,36,20,27,9,23,84,18,4,5,7,144,3,1,64,37.9,121,68,7.88,6,8,16,Poor,192,50,799
749,92,20,17,48,6,19,16,22,2,23,83,16,3,3,7,139,3,1,39,37.9,120,68,7.88,6,8,16,Poor,192,50,791
750,143,39,94,8,79,80,35,52,69,66,14,2,12,10,28,49,10,2,322,31.5,0,0,7.61,0,0,0,Poor,199,0,800
751,140,39,94,9,78,83,35,53,70,65,14,2,14,12,28,50,11,2,301,31.6,0,0,7.17,0,0,0,Poor,199,0,802
752,142,40,95,10,79,86,36,53,72,65,14,2,13,12,28,51,11,2,312,31.5,0,0,7.61,0,0,0,Poor,199,0,803
753,142,40,95,1,79,64,30,46,59,65,14,0,12,11,29,44,11,2,316,31.5,0,0,7.34,0,0,0,Poor,199,0,804
754,141,40,94,10,79,84,35,53,71,65,14,2,14,13,29,50,11,2,314,31.5,0,0,7.34,0,0,0,Poor,199,0,805
755,141,39,94,9,78,84,35,53,70,65,14,2,14,12,28,50,11,2,284,31.5,0,0,7.34,0,0,0,Poor,199,0,806
756,141,39,94,8,79,81,35,52,69,65,15,1,13,12,28,48,11,2,311,31.5,0,0,7.34,0,0,0,Poor,199,0,807
757,140,39,94,6,79,76,33,50,66,65,8,1,13,11,28,46,11,2,317,31.5,0,0,7.17,0,0,0,Poor,199,0,808
758,141,39,94,0,79,58,29,44,55,65,9,0,12,11,29,46,11,2,330,31.5,0,0,7.17,0,0,0,Poor,199,0,809
759,141,39,94,6,79,76,33,50,66,65,9,1,13,12,28,46,11,2,319,31.5,0,0,7.17,0,0,0,Poor,199,0,801
760,99,22,63,55,42,54,14,22,44,27,109,19,10,10,29,55,7,2,105,31.8,28,66,7.28,6,8,16,Good,199,25,810
761,99,22,64,2,43,78,19,28,57,27,4,21,14,12,29,66,7,2,105,31.9,28,66,7.17,6,8,16,Good,199,25,812
762,99,22,63,57,42,58,15,23,46,27,4,20,12,10,29,57,7,2,102,31.8,28,66,7.23,6,8,16,Good,199,25,813
763,99,22,64,58,43,62,16,24,48,27,3,20,12,10,29,58,7,2,106,31.8,28,66,7.23,6,8,16,Good,199,25,814
764,101,22,64,58,43,61,15,23,47,27,4,20,12,10,30,58,7,2,102,31.8,28,66,7.23,6,8,16,Good,199,25,815
765,101,22,65,55,44,54,14,21,43,27,108,19,10,10,30,54,7,2,104,31.8,28,66,7.23,6,8,16,Good,199,25,816
766,102,22,66,49,44,42,11,18,36,27,3,18,9,8,29,48,7,1,105,31.8,28,66,7.19,6,8,16,Good,199,25,817
767,102,22,66,57,44,61,15,23,47,27,4,20,12,10,29,57,7,2,103,31.8,28,66,7.19,6,8,16,Good,199,25,818
768,93,21,62,54,42,52,14,21,43,27,108,19,10,10,29,54,7,2,100,31.8,28,66,7.19,6,8,16,Good,199,25,819
769,100,22,64,57,43,59,16,23,46,27,3,20,12,10,30,56,7,2,104,31.8,28,66,7.19,6,8,16,Good,199,25,811
770,93,19,48,51,41,34,12,18,19,24,94,18,6,5,17,3,5,1,95,32.1,121,88,7.57,7,9,20,Poor,199,50,820
771,89,18,46,53,38,45,14,21,25,25,88,18,7,6,17,6,5,1,99,32.1,116,90,7.2,8,10,21,Poor,199,50,822
772,93,19,48,58,40,54,15,23,29,24,94,19,7,7,17,9,5,1,110,32.1,121,88,7.57,7,9,20,Poor,199,50,823
773,91,19,47,57,40,53,15,23,29,24,94,19,7,7,17,8,5,1,99,32.1,119,88,7.27,7,10,20,Poor,199,50,824
774,91,19,48,57,39,54,16,23,29,25,93,19,7,7,17,8,5,2,91,32.1,119,89,7.27,8,10,20,Poor,199,50,825
775,91,18,47,57,39,53,16,23,29,25,93,19,7,7,17,8,5,1,94,32.1,119,90,7.27,8,10,20,Poor,199,50,826
776,90,18,47,54,38,45,14,21,25,25,88,18,6,6,16,5,5,1,89,32.1,117,89,7.27,8,10,20,Poor,199,50,827
777,88,18,46,54,38,45,14,21,25,25,89,18,6,6,17,6,5,1,94,32.1,117,90,7.2,8,10,21,Poor,199,50,828
778,88,18,45,55,38,49,15,22,27,25,94,19,7,7,17,7,5,1,88,32.1,117,91,7.2,8,10,21,Poor,199,50,829
779,88,18,46,48,38,28,10,17,17,25,89,17,5,5,17,6,5,1,85,32.1,116,91,7.2,8,10,21,Poor,199,50,821
810,111,31,75,61,58,54,33,47,51,62,103,0,8,7,21,18,10,2,304,37.9,0,0,7.37,0,0,0,Poor,204,0,860
811,110,32,75,0,58,58,34,49,53,62,109,0,9,7,21,19,10,2,388,37.9,0,0,7.3,0,0,0,Poor,204,0,862
812,112,32,75,0,58,60,35,50,55,62,109,0,9,7,21,20,10,2,380,37.9,0,0,7.35,0,0,0,Poor,204,0,863
813,111,32,75,55,58,42,30,43,44,63,0,23,7,6,21,12,10,1,343,37.9,0,0,7.35,0,0,0,Poor,204,0,864
814,111,32,76,1,58,62,36,51,56,63,0,1,9,7,21,20,10,2,344,37.9,0,0,7.35,0,0,0,Poor,204,0,865
815,111,32,76,1,58,61,35,50,55,63,0,0,9,7,21,20,10,2,335,37.9,0,0,7.35,0,0,0,Poor,204,0,866
816,112,32,75,1,58,61,35,50,55,63,109,1,9,7,21,20,10,2,315,37.9,0,0,7.3,0,0,0,Poor,204,0,867
817,111,32,75,0,58,59,35,50,54,62,0,1,9,7,21,19,10,2,333,37.9,0,0,7.3,0,0,0,Poor,204,0,868
818,111,32,75,10,58,81,41,58,66,63,0,3,12,9,21,27,10,2,347,37.9,0,0,7.3,0,0,0,Poor,204,0,869
819,111,32,75,9,58,80,41,57,66,62,0,2,12,9,21,26,10,2,335,37.9,0,0,7.3,0,0,0,Poor,204,0,861
820,31,9,18,39,16,9,8,12,2,18,79,16,2,2,9,138,3,0,260,37.9,96,102,7.71,8,11,23,Poor,204,25,870
821,30,9,18,44,16,21,11,16,8,18,84,17,3,3,9,142,3,1,252,38,93,104,8.07,8,11,23,Poor,204,25,872
822,31,9,18,50,16,32,14,19,13,18,85,18,4,4,9,148,3,1,267,37.9,96,103,7.71,8,11,23,Poor,204,25,873
823,30,9,18,55,16,46,17,23,19,18,84,19,5,5,9,149,3,1,261,37.9,95,102,7.71,8,11,23,Poor,204,25,874
824,30,9,18,48,16,31,13,18,11,18,85,17,4,4,9,143,3,1,265,38,94,102,7.88,8,11,23,Poor,204,25,875
825,30,9,18,55,16,47,17,23,20,18,85,19,5,5,9,148,3,1,266,38,94,103,7.88,8,11,23,Poor,204,25,876
826,30,9,18,49,16,32,14,19,13,18,85,18,4,4,9,144,3,1,268,38,93,103,7.88,8,11,23,Poor,204,25,877
827,30,9,18,48,16,31,13,18,12,18,85,17,4,4,9,144,3,1,263,38,93,103,8.07,8,11,23,Poor,204,25,878
828,30,9,18,41,16,15,10,14,4,18,85,16,2,2,9,139,3,1,247,38,93,103,8.07,8,11,23,Poor,204,25,879
829,30,9,18,46,16,25,12,16,9,18,79,17,3,3,9,142,3,1,262,38,93,104,8.07,8,11,23,Poor,204,25,871
830,29,8,18,42,15,14,10,15,2,21,82,16,2,2,8,135,3,1,64,38,119,137,7.66,12,15,31,Poor,204,50,880
831,27,9,19,46,16,23,12,18,6,22,77,17,3,3,8,138,3,1,47,38,128,144,6.88,12,15,33,Poor,204,50,882
832,28,8,18,49,16,30,14,20,9,22,83,18,3,3,8,140,3,1,75,38,119,138,7.66,12,15,32,Poor,204,50,883
833,28,9,19,48,16,29,14,20,9,22,83,18,3,3,8,139,3,1,47,38,122,139,6.94,12,15,32,Poor,204,50,884
834,27,8,19,47,15,25,13,19,8,22,82,17,3,3,8,138,3,1,58,38,122,140,6.94,12,15,32,Poor,204,50,885
835,27,8,19,49,16,30,14,20,10,22,83,18,3,3,8,140,3,1,58,38,125,141,6.94,12,15,32,Poor,204,50,886
836,27,8,19,46,16,23,12,18,6,22,77,17,3,3,8,138,3,1,59,38,126,142,6.94,12,15,32,Poor,204,50,887
837,27,8,19,46,16,23,12,18,7,22,77,17,3,3,8,138,3,1,111,38,126,142,6.88,12,15,32,Poor,204,50,888
838,28,9,18,49,15,29,13,20,9,22,82,18,3,3,8,139,3,1,55,38,126,142,6.88,12,15,32,Poor,204,50,889
839,27,9,19,49,16,30,14,20,9,22,82,18,3,4,8,140,3,1,83,38,128,143,6.88,12,15,32,Poor,204,50,881
840,203,70,153,12,107,82,35,49,72,75,23,0,15,12,33,49,16,2,317,38.4,0,0,7.37,0,0,0,Poor,205,0,890
841,201,69,152,25,107,111,43,59,88,75,29,3,17,14,33,61,16,3,333,38.4,0,0,7.36,0,0,0,Poor,205,0,892
842,202,69,152,23,107,108,43,59,87,75,29,3,17,14,33,60,16,3,331,38.4,0,0,7.37,0,0,0,Poor,205,0,893
843,202,69,152,21,107,103,40,56,84,75,23,2,17,14,33,58,16,3,363,38.4,0,0,7.37,0,0,0,Poor,205,0,894
844,202,69,152,21,107,103,40,56,84,75,22,2,17,13,33,57,16,3,315,38.4,0,0,7.37,0,0,0,Poor,205,0,895
845,202,69,152,20,107,102,40,56,83,75,22,2,17,13,33,57,16,3,332,38.4,0,0,7.35,0,0,0,Poor,205,0,896
846,202,70,152,10,107,79,34,48,70,75,30,0,15,12,33,48,16,2,280,38.4,0,0,7.35,0,0,0,Poor,205,0,897
847,202,70,152,11,106,81,34,49,71,75,22,0,15,12,33,49,16,2,361,38.4,0,0,7.35,0,0,0,Poor,205,0,898
848,202,69,152,21,106,103,40,56,83,75,22,2,17,13,33,58,16,3,329,38.4,0,0,7.36,0,0,0,Poor,205,0,899
849,201,69,152,25,106,112,43,59,89,74,30,3,17,14,33,61,16,3,330,38.4,0,0,7.36,0,0,0,Poor,205,0,891
850,107,28,64,59,46,54,16,25,27,28,91,19,8,7,14,155,7,2,150,38.4,0,1,7.22,1,1,1,Poor,205,25,900
851,105,28,63,58,45,50,15,23,25,28,91,19,7,7,14,153,7,1,148,38.4,0,1,8.02,1,1,1,Poor,205,25,902
852,106,27,64,51,46,34,12,19,17,28,91,18,6,6,14,149,7,1,150,38.4,0,1,7.22,1,1,1,Poor,205,25,903
853,106,27,64,52,45,36,12,19,18,28,91,18,6,6,14,149,7,1,148,38.4,0,1,7.22,1,1,1,Poor,205,25,904
854,106,27,63,55,45,45,14,22,23,28,85,18,7,6,14,152,7,1,140,38.4,0,1,8.07,1,1,1,Poor,205,25,905
855,106,27,63,57,45,49,15,24,24,28,91,19,7,7,14,153,7,2,150,38.4,0,1,8.07,1,1,1,Poor,205,25,906
856,106,27,64,51,45,34,12,19,18,28,91,18,6,6,14,149,7,1,137,38.4,0,1,8.07,1,1,1,Poor,205,25,907
857,105,27,63,55,45,45,14,22,23,28,85,19,7,6,14,152,7,1,191,38.4,0,1,8.07,1,1,1,Poor,205,25,908
858,106,27,63,55,45,44,14,22,22,28,85,18,7,6,14,151,7,1,147,38.4,0,1,8.02,1,1,1,Poor,205,25,909
859,106,27,63,59,45,52,16,24,26,28,90,19,7,7,14,154,7,2,155,38.4,0,1,8.02,1,1,1,Poor,205,25,901
860,96,30,87,53,34,50,21,25,13,26,91,19,5,7,11,153,4,1,20,38.4,80,66,7.64,6,8,16,Poor,205,50,910
861,93,29,81,53,33,48,21,25,13,26,91,19,5,6,11,153,4,1,54,38.4,63,66,7.3,6,8,16,Poor,205,50,912
862,95,30,85,55,33,49,21,26,13,26,91,19,5,6,11,1,4,1,37,38.4,80,66,7.64,6,8,16,Poor,205,50,913
863,93,30,85,54,33,47,21,25,12,26,91,19,5,7,11,157,4,1,59,38.4,71,66,7.64,6,8,16,Poor,205,50,914
864,92,29,85,54,33,47,21,25,12,26,91,19,5,6,11,153,4,1,50,38.4,71,66,7.64,6,8,16,Poor,205,50,915
865,93,29,84,54,33,47,21,25,12,26,91,19,5,6,11,153,4,1,54,38.4,70,66,7.39,6,8,16,Poor,205,50,916
866,93,29,83,52,33,46,20,25,12,26,91,18,5,6,11,152,4,1,54,38.4,65,66,7.39,6,8,16,Poor,205,50,917
867,93,29,82,51,32,46,21,25,12,26,91,19,5,6,11,152,4,1,54,38.4,65,66,7.39,6,8,16,Poor,205,50,918
868,93,29,81,53,33,50,21,26,14,26,90,19,5,7,11,153,4,1,29,38.4,65,66,7.39,6,8,16,Poor,205,50,919
869,93,29,81,53,33,48,21,25,13,26,91,19,5,6,11,153,4,1,47,38.4,63,66,7.3,6,8,16,Poor,205,50,911
870,73,23,59,57,38,45,20,30,26,36,98,20,6,6,14,12,6,2,307,37.7,0,0,7.31,0,0,0,Poor,207,0,920
871,72,23,60,56,38,44,20,29,25,36,98,20,6,6,14,6,6,1,333,37.7,0,0,7.46,0,0,0,Poor,207,0,922
872,73,23,59,54,38,44,20,29,25,36,99,20,6,6,14,6,6,1,337,37.7,0,0,7.31,0,0,0,Poor,207,0,923
873,73,23,60,54,38,44,20,29,25,37,98,20,6,6,14,5,6,1,339,37.7,0,0,7.31,0,0,0,Poor,207,0,924
874,73,23,60,55,39,47,20,30,27,37,98,20,7,6,14,6,6,1,372,37.7,0,0,7.44,0,0,0,Poor,207,0,925
875,72,23,59,53,39,40,19,28,24,37,92,19,6,5,14,4,6,1,336,37.7,0,0,7.44,0,0,0,Poor,207,0,926
876,73,23,60,56,39,47,20,30,27,36,99,20,7,6,14,7,6,1,326,37.7,0,0,7.44,0,0,0,Poor,207,0,927
877,73,23,59,55,38,46,20,30,27,36,98,20,6,6,14,6,6,1,340,37.7,0,0,7.44,0,0,0,Poor,207,0,928
878,72,23,59,47,38,28,16,24,17,36,99,19,5,4,14,157,6,1,344,37.7,0,0,7.46,0,0,0,Poor,207,0,929
879,73,23,59,54,38,44,20,30,25,36,98,20,6,6,14,5,6,1,332,37.7,0,0,7.46,0,0,0,Poor,207,0,921
880,24,8,14,46,8,23,7,10,143,8,71,15,2,3,4,129,2,1,154,37.7,21,27,6.97,4,5,9,Moderate,207,25,930
881,22,8,14,46,8,22,7,11,143,9,71,15,3,3,4,129,2,1,156,37.7,20,32,7.97,4,5,10,Moderate,207,25,932
882,23,8,14,44,8,17,6,9,141,9,66,15,2,2,4,128,2,1,150,37.7,21,29,6.97,4,5,9,Moderate,207,25,933
883,23,8,14,40,8,7,4,6,137,8,71,14,1,2,4,126,2,1,154,37.7,21,29,6.97,4,5,9,Moderate,207,25,934
884,23,8,14,46,8,22,7,11,143,9,71,15,2,3,4,129,2,1,155,37.7,20,29,6.97,4,5,9,Moderate,207,25,935
885,23,8,15,44,8,17,6,9,141,9,66,15,2,2,4,128,2,1,146,37.7,20,30,7.74,4,5,10,Moderate,207,25,936
886,23,8,14,40,8,5,4,7,136,9,71,14,1,1,4,125,2,1,150,37.7,20,30,7.74,4,5,10,Moderate,207,25,937
887,23,8,14,46,8,23,7,11,143,9,71,15,2,3,4,129,2,1,160,37.7,20,31,7.74,4,5,10,Moderate,207,25,938
888,23,8,14,45,8,21,7,11,142,9,71,16,2,2,4,129,2,1,127,37.7,20,31,7.74,4,5,10,Moderate,207,25,939
889,23,8,15,46,8,23,7,11,143,9,70,15,2,3,4,129,2,1,148,37.7,20,31,7.97,4,5,10,Moderate,207,25,931
890,205,16,21,2,47,21,57,71,2,68,80,19,2,3,6,137,4,2,79,37.8,128,91,7.4,8,10,21,Poor,207,50,940
891,211,15,19,10,60,26,62,79,6,66,78,20,3,3,6,134,5,2,90,37.8,128,93,8.07,8,10,21,Poor,207,50,942
892,219,16,23,5,50,27,59,76,5,68,80,20,3,3,6,134,4,1,106,37.8,128,92,7.4,8,10,21,Poor,207,50,943
893,217,18,27,6,51,26,59,75,4,67,80,20,3,3,6,134,4,1,103,37.8,128,92,7.87,8,10,21,Poor,207,50,944
894,218,17,23,18,52,44,63,82,13,66,80,22,4,4,6,139,4,2,101,37.8,128,93,7.87,8,10,21,Poor,207,50,945
895,219,16,19,8,52,24,60,76,5,66,79,20,3,3,6,134,4,1,103,37.8,128,93,7.87,8,10,21,Poor,207,50,946
896,217,16,19,6,54,20,58,72,3,66,74,19,2,3,6,133,4,1,103,37.8,128,93,7.87,8,10,21,Poor,207,50,947
897,211,16,19,11,57,27,61,77,6,66,79,20,3,3,6,134,4,1,101,37.8,128,93,7.88,8,10,21,Poor,207,50,948
898,214,16,19,10,58,26,62,78,6,66,79,20,3,3,6,134,4,2,106,37.8,128,94,7.88,8,10,21,Poor,207,50,949
899,213,15,19,10,59,27,62,78,6,66,79,20,3,3,6,134,4,1,93,37.8,128,94,7.88,8,10,21,Poor,207,50,941
900,64,19,51,62,34,61,24,35,30,35,91,21,7,6,12,4,5,2,329,36.7,0,0,7.39,0,0,0,Poor,209,0,950
901,63,20,50,53,34,41,20,29,21,35,91,19,5,5,12,155,6,1,303,36.7,0,0,7.09,0,0,0,Poor,209,0,952
902,64,20,51,55,34,42,20,30,21,35,90,19,6,5,12,155,5,1,327,36.7,0,0,7.39,0,0,0,Poor,209,0,953
903,64,20,51,46,34,20,15,23,11,35,85,18,4,4,12,153,6,1,331,36.7,0,0,7.39,0,0,0,Poor,209,0,954
904,63,20,51,53,34,41,20,30,21,35,91,19,5,5,12,155,6,1,324,36.7,0,0,7.09,0,0,0,Poor,209,0,955
905,64,20,51,51,34,37,19,28,19,35,85,19,5,5,12,153,6,1,332,36.7,0,0,7.09,0,0,0,Poor,209,0,956
906,63,20,50,45,34,23,15,23,12,35,91,17,4,4,12,149,6,1,314,36.7,0,0,7.09,0,0,0,Poor,209,0,957
907,63,20,50,51,34,37,19,28,19,35,85,19,5,5,12,153,6,1,328,36.7,0,0,7.09,0,0,0,Poor,209,0,958
908,63,20,50,51,34,37,19,28,19,35,85,19,5,5,12,153,6,1,332,36.7,0,0,7.09,0,0,0,Poor,209,0,959
909,63,20,50,54,34,43,20,30,22,35,91,19,6,5,12,155,6,1,386,36.7,0,0,7.09,0,0,0,Poor,209,0,951
910,16,5,13,42,5,17,6,9,136,9,62,14,1,1,2,120,1,1,281,36.8,0,1,7.15,1,1,1,Poor,209,25,960
911,15,5,13,45,5,23,8,10,138,9,66,14,1,2,2,122,1,1,269,36.9,187,1,6.91,1,1,1,Poor,209,25,962
912,15,5,13,45,5,22,8,10,137,9,67,14,1,2,2,121,1,1,276,36.8,0,1,7.15,1,1,1,Poor,209,25,963
913,15,5,13,46,6,21,7,10,137,9,66,14,1,2,2,121,1,1,273,36.8,0,1,7.15,1,1,1,Poor,209,25,964
914,15,5,13,40,6,13,6,8,135,9,62,13,1,1,2,119,1,1,278,36.8,0,1,6.93,1,1,1,Poor,209,25,965
915,15,5,13,45,6,24,8,11,139,9,66,14,2,2,2,122,1,1,282,36.8,0,1,6.93,1,1,1,Poor,209,25,966
916,15,5,13,42,5,16,6,9,136,9,62,14,1,1,2,120,1,1,337,36.9,0,1,6.93,1,1,1,Poor,209,25,967
917,15,5,13,45,5,23,8,10,138,9,67,14,2,2,2,122,1,1,267,36.9,0,1,6.93,1,1,1,Poor,209,25,968
918,15,5,13,42,5,17,6,9,136,9,62,14,1,1,2,120,1,1,270,36.9,0,1,6.91,1,1,1,Poor,209,25,969
919,14,5,13,44,5,21,8,10,137,9,66,14,1,2,2,121,1,1,256,36.9,0,1,6.91,1,1,1,Poor,209,25,961
920,6,1,2,43,2,17,7,10,138,6,66,14,1,1,2,122,1,1,118,37,111,69,8.07,6,8,17,Poor,209,50,970
921,5,2,2,45,2,17,7,10,138,6,65,15,1,2,2,125,1,1,114,37.1,109,71,7.97,7,8,17,Poor,209,50,972
922,6,1,2,41,2,13,6,9,136,6,62,14,1,1,2,121,1,1,80,37.1,110,71,8.07,7,8,17,Poor,209,50,973
923,6,2,2,40,2,11,6,9,136,6,65,14,1,1,2,121,1,1,109,37,110,71,8.07,7,8,17,Poor,209,50,974
924,6,2,2,43,2,13,6,9,136,6,62,14,1,1,2,121,1,1,123,37.1,110,70,8.02,6,8,17,Poor,209,50,975
925,6,2,2,44,2,19,7,10,139,6,65,14,1,2,2,122,1,1,115,37.1,110,70,8.02,6,8,17,Poor,209,50,976
926,5,2,2,41,2,13,6,9,136,6,62,14,1,1,2,121,1,1,117,37.1,110,71,8.02,7,8,17,Poor,209,50,977
927,5,2,2,51,2,34,11,15,145,6,66,15,2,3,2,126,1,1,120,37.1,110,71,8.02,7,8,17,Poor,209,50,978
928,5,2,2,44,2,19,7,10,139,6,65,14,1,2,2,123,1,1,153,37.1,109,71,7.97,7,8,17,Poor,209,50,979
929,5,2,2,41,2,13,6,9,136,6,62,14,1,1,2,121,1,1,111,37.1,109,71,7.97,7,8,17,Poor,209,50,971
930,228,77,165,28,116,120,48,68,114,86,42,6,21,16,42,87,21,3,337,38.1,0,0,7.24,0,0,0,Poor,213,0,980
931,220,75,161,29,113,120,48,68,112,83,45,7,21,16,40,86,20,3,351,38.1,0,0,7.37,0,0,0,Poor,213,0,982
932,226,77,164,22,115,104,43,62,102,85,48,5,19,15,41,78,21,3,337,38.1,0,0,7.24,0,0,0,Poor,213,0,983
933,221,76,163,26,114,116,47,66,109,84,39,6,20,15,40,82,20,3,336,38.1,0,0,7.24,0,0,0,Poor,213,0,984
934,220,75,162,26,113,115,46,65,108,83,38,6,19,15,40,82,20,3,306,38.1,0,0,7.31,0,0,0,Poor,213,0,985
935,220,75,161,28,113,122,49,69,114,83,45,7,20,16,40,86,20,3,334,38.1,0,0,7.31,0,0,0,Poor,213,0,986
936,220,75,161,19,113,103,43,61,101,83,46,4,18,14,40,76,20,3,377,38.1,0,0,7.31,0,0,0,Poor,213,0,987
937,220,75,162,26,113,117,47,67,109,83,47,6,20,16,40,82,20,3,298,38.1,0,0,7.31,0,0,0,Poor,213,0,988
938,220,75,162,28,113,121,48,68,114,83,46,7,21,16,40,86,20,3,330,38.1,0,0,7.37,0,0,0,Poor,213,0,989
939,220,75,162,26,113,115,46,66,108,83,38,6,20,16,40,82,20,3,375,38.1,0,0,7.37,0,0,0,Poor,213,0,981
940,113,30,71,57,46,52,21,31,36,37,103,21,10,10,20,13,8,1,183,38.2,9,15,7.58,3,3,6,Poor,213,25,990
941,112,30,72,55,47,48,19,29,34,38,97,20,10,9,19,12,8,1,167,38.2,10,19,7.1,3,4,7,Poor,213,25,992
942,113,30,72,50,47,32,16,25,26,38,97,19,9,9,20,12,8,1,179,38.2,8,12,7.58,3,3,5,Poor,213,25,993
943,113,30,72,4,47,74,26,37,48,38,102,23,12,11,19,21,8,2,170,38.2,10,13,7.58,3,3,6,Poor,213,25,994
944,113,30,73,59,47,55,21,31,38,38,102,21,12,10,20,15,8,2,181,38.2,10,14,7.58,3,3,6,Poor,213,25,995
945,113,30,73,60,47,56,22,32,38,38,103,21,12,11,19,20,8,2,187,38.2,10,14,7.58,3,3,6,Poor,213,25,996
946,113,30,72,58,47,54,21,31,38,38,103,21,10,11,20,14,8,1,179,38.2,10,16,7.19,3,3,6,Poor,213,25,997
947,112,30,72,56,47,47,20,29,34,38,97,20,10,10,19,12,8,1,185,38.2,10,17,7.19,3,3,6,Poor,213,25,998
948,112,30,72,2,47,71,26,37,46,38,102,23,13,12,19,21,8,2,179,38.2,10,18,7.19,3,4,7,Poor,213,25,999
949,112,30,72,57,47,51,21,31,36,38,104,21,10,10,19,14,8,1,182,38.2,10,18,7.1,3,4,7,Poor,213,25,991
950,79,20,44,55,35,38,24,37,24,42,88,21,5,5,12,148,6,2,82,38.2,181,170,7.5,16,20,43,Poor,213,50,1000
951,68,18,40,52,31,33,22,34,21,41,83,20,4,4,12,147,6,1,121,38.2,176,175,7.19,16,21,44,Poor,213,50,1002
952,79,20,43,55,34,38,24,36,24,42,89,21,5,5,12,148,6,1,81,38.2,177,171,7.5,16,20,44,Poor,213,50,1003
953,78,20,43,1,34,57,29,43,33,42,88,22,6,6,12,154,6,2,82,38.2,177,171,7.5,16,20,44,Poor,213,50,1004
954,75,19,43,45,33,17,18,29,13,42,83,19,3,3,12,142,6,1,84,38.2,177,171,7.5,16,20,44,Poor,213,50,1005
955,74,19,42,52,33,33,22,34,21,42,83,20,5,4,12,147,6,1,74,38.2,178,172,7.27,16,21,44,Poor,213,50,1006
956,72,19,42,52,32,33,22,34,21,41,83,20,5,4,12,146,6,1,61,38.2,178,173,7.27,16,21,44,Poor,213,50,1007
957,71,19,42,48,32,21,20,30,15,41,89,19,4,3,12,144,6,1,81,38.2,177,173,7.27,16,21,44,Poor,213,50,1008
958,69,18,41,54,32,37,23,35,23,41,89,20,5,5,12,148,6,1,86,38.2,176,173,7.27,16,21,44,Poor,213,50,1009
959,68,18,41,52,32,33,22,33,21,41,83,20,5,4,12,147,6,1,56,38.2,176,174,7.19,16,21,44,Poor,213,50,1001
960,132,41,96,5,73,76,33,47,70,59,10,1,13,11,26,36,11,2,338,38.3,0,0,8.07,0,0,0,Poor,215,0,1010
961,132,42,96,60,73,56,28,40,59,59,9,23,10,9,26,29,11,1,338,38.3,0,0,7.97,0,0,0,Poor,215,0,1012
962,133,42,96,6,73,76,33,47,71,59,10,1,13,11,26,36,11,2,334,38.3,0,0,8.07,0,0,0,Poor,215,0,1013
963,133,42,96,4,73,72,33,47,68,59,10,1,13,10,26,34,11,2,339,38.3,0,0,8.07,0,0,0,Poor,215,0,1014
964,132,42,96,1,73,65,30,44,64,59,10,0,12,10,26,32,11,2,337,38.3,0,0,8.07,0,0,0,Poor,215,0,1015
965,132,42,96,6,73,76,33,47,70,59,11,1,13,11,26,35,11,2,345,38.3,0,0,8.02,0,0,0,Poor,215,0,1016
966,132,42,96,2,73,68,31,45,66,59,4,0,13,10,26,33,11,2,346,38.3,0,0,8.02,0,0,0,Poor,215,0,1017
967,132,42,96,6,73,77,33,48,71,59,9,1,13,11,26,36,11,2,334,38.3,0,0,8.02,0,0,0,Poor,215,0,1018
968,132,42,96,3,73,68,31,44,66,59,4,0,12,10,26,33,11,2,332,38.3,0,0,8.02,0,0,0,Poor,215,0,1019
969,132,42,96,59,73,54,27,39,57,59,10,23,10,9,26,26,11,1,334,38.3,0,0,7.97,0,0,0,Poor,215,0,1011
970,68,19,45,54,33,42,17,25,25,30,85,19,6,5,12,145,5,1,119,38.3,47,66,7.78,6,8,16,Moderate,215,25,1020
971,66,18,43,51,32,34,15,23,21,30,79,19,5,4,11,142,5,1,109,38.3,46,66,7.01,6,8,16,Moderate,215,25,1022
972,68,19,45,54,33,43,17,26,25,30,84,19,6,5,12,145,5,1,125,38.3,47,66,7.78,6,8,16,Moderate,215,25,1023
973,67,18,44,46,33,24,13,20,16,30,85,18,4,4,12,140,5,1,118,38.3,47,66,7.17,6,8,16,Moderate,215,25,1024
974,67,19,44,53,33,39,17,26,23,30,85,19,5,5,12,144,5,1,127,38.3,48,66,7.17,6,8,16,Moderate,215,25,1025
975,67,18,43,54,32,41,17,26,24,30,85,19,6,5,11,145,5,1,125,38.3,48,66,7.17,6,8,16,Moderate,215,25,1026
976,66,18,43,53,32,39,17,26,23,30,85,19,5,5,12,144,5,1,114,38.3,47,66,7.17,6,8,16,Moderate,215,25,1027
977,66,18,43,51,32,34,15,23,21,30,79,19,5,4,12,142,5,1,106,38.3,46,66,7.04,6,8,16,Moderate,215,25,1028
